EmployeeID;Attrition;Age;DistanceFromHome;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;AverageDailyHours;BusinessTravel_NonTravel;BusinessTravel_Frequently;MS_Divorced;MS_Married
333;0;33;3;59020;0;12;14;2;13;3;7;3;3;4;5;0;0;0;1
334;0;33;23;86390;5;16;6;3;3;0;2;1;1;3;6;0;0;0;0
335;0;47;6;63470;1;14;26;2;20;3;0;3;4;2;8;0;0;0;1
336;0;36;6;42000;0;22;10;3;9;0;5;3;2;3;6;0;0;0;1
337;0;29;10;34520;1;11;10;3;10;0;7;3;3;3;6;0;0;0;1
338;0;54;24;43170;7;17;28;2;20;9;8;4;2;3;7;0;0;0;0
339;0;35;10;26320;3;13;7;3;2;2;2;4;3;3;6;0;0;0;0
340;1;42;15;46680;8;18;8;2;4;0;2;4;4;3;8;0;0;0;1
341;0;28;19;32040;6;16;5;4;2;2;1;3;3;2;5;0;0;0;0
342;0;36;2;27200;4;14;8;3;5;0;4;3;2;3;5;0;0;0;1
343;0;32;3;171810;1;14;14;2;14;6;8;3;3;3;6;0;0;0;1
344;0;40;9;22380;3;14;10;3;1;0;0;1;3;3;5;0;1;0;0
345;1;30;7;20976;5;13;12;3;1;0;0;3;4;2;8;0;0;0;0
346;0;45;10;56050;1;12;1;2;1;0;0;2;3;3;5;0;0;0;0
347;0;42;20;72950;1;15;10;3;9;7;8;2;2;2;6;0;0;0;1
348;0;38;4;23060;2;19;13;5;4;1;2;1;1;2;6;0;1;1;0
349;0;34;7;23480;1;14;6;3;5;1;3;3;4;3;5;0;1;0;0
350;0;49;7;89980;1;14;9;2;9;7;7;3;4;4;5;0;0;0;1
351;0;54;16;43190;4;11;12;3;9;7;3;3;4;2;5;0;0;0;0
352;0;43;25;61320;6;13;22;3;4;1;0;2;1;3;6;0;0;0;1
353;1;27;2;33460;1;21;9;2;9;0;8;3;4;3;9;0;0;1;0
354;0;35;1;108550;3;13;17;2;8;1;6;3;3;4;5;0;0;0;0
355;0;28;1;22310;1;12;8;3;8;7;5;2;2;3;8;0;0;0;1
356;0;34;2;23230;0;17;4;2;3;0;2;3;4;1;5;0;0;0;1
357;0;26;22;20976;1;22;8;2;8;1;7;3;3;3;6;0;1;0;1
358;0;27;1;27130;1;11;1;2;1;0;0;4;4;2;6;1;0;0;1
359;0;51;16;94390;2;15;28;1;20;4;10;1;3;2;5;0;0;0;1
360;0;44;24;25660;8;11;10;3;5;2;3;4;2;2;5;0;0;0;0
361;0;25;17;177790;7;11;6;5;4;0;1;1;1;2;5;0;0;0;0
362;0;33;8;24510;1;13;9;3;9;0;8;1;1;3;5;0;0;1;0
363;0;35;6;94190;1;22;6;5;6;1;1;3;1;2;5;0;0;0;0
364;1;36;10;86860;1;13;18;2;18;4;10;2;4;2;8;0;0;0;1
365;0;32;3;30380;2;20;8;3;5;0;3;2;4;2;6;0;0;1;0
366;0;30;4;30580;8;14;10;2;5;0;3;2;4;2;5;0;1;1;0
367;0;53;6;23250;7;18;28;1;5;0;4;1;4;3;9;0;0;0;1
368;0;45;1;20976;4;15;18;2;5;0;2;4;1;3;7;0;0;1;0
369;0;32;10;30720;5;12;9;4;5;1;3;3;3;2;5;0;0;0;1
370;0;52;1;50060;3;16;28;2;9;0;0;3;4;3;6;0;1;0;1
371;0;37;24;42570;4;15;9;2;1;0;0;4;3;3;5;0;0;1;0
372;1;28;21;25000;1;16;6;3;5;0;4;2;4;3;5;0;0;1;0
373;0;24;2;20976;6;19;4;3;2;2;2;4;4;1;5;0;0;0;1
374;0;44;22;104530;2;11;10;2;3;0;2;1;4;2;9;0;0;0;1
375;0;42;13;22880;5;16;8;4;2;2;2;2;4;3;6;0;1;0;0
376;0;36;14;39290;0;22;6;5;5;0;3;1;1;3;6;0;0;0;1
377;1;25;11;23110;1;11;5;2;5;0;3;3;1;3;9;0;0;0;1
378;0;35;9;31400;1;13;17;2;17;5;10;4;3;3;7;0;0;0;1
379;0;35;8;36900;1;13;10;2;10;7;8;4;2;2;8;0;1;1;0
380;1;32;21;44500;0;13;4;3;3;0;2;4;4;3;6;1;0;1;0
381;0;25;5;27560;1;12;5;2;5;0;3;3;1;4;6;0;0;0;1
382;0;49;9;177790;2;18;7;5;4;0;2;3;1;3;6;0;0;0;1
383;0;24;2;177790;0;22;6;3;5;3;4;1;4;2;6;1;0;0;1
384;0;32;12;95470;1;13;10;3;10;5;3;2;2;3;5;0;1;0;1
385;0;38;22;137340;0;13;3;3;2;1;2;2;2;3;5;0;0;0;1
386;0;42;18;177790;2;22;17;5;5;1;3;3;4;2;8;0;0;0;1
387;1;31;16;22790;3;12;8;3;6;0;2;4;4;3;8;0;0;0;1
388;0;29;3;59160;6;12;5;2;3;0;2;2;3;3;8;0;0;1;0
389;0;53;9;20976;5;16;28;2;2;2;2;1;4;3;5;0;0;0;1
390;0;35;1;167920;3;12;16;3;13;4;8;4;2;3;6;0;0;0;1
391;1;37;13;35640;5;11;10;1;5;0;0;3;4;3;6;0;1;0;1
392;0;53;1;44250;6;22;28;2;12;3;8;4;4;3;5;0;0;0;0
393;0;43;1;52650;4;11;12;4;5;2;2;4;4;2;6;0;1;0;1
394;0;47;15;65530;0;15;8;2;7;7;7;3;4;3;9;0;0;0;1
395;0;37;1;62610;1;12;10;1;10;0;9;1;2;3;7;1;0;0;0
396;0;50;17;42980;1;20;28;5;20;9;7;1;1;3;5;1;0;1;0
397;0;39;1;68040;8;14;13;3;5;0;4;4;4;3;5;0;0;0;1
398;0;33;7;38150;3;11;7;3;4;0;3;4;2;4;8;0;0;1;0
399;1;32;9;27410;1;15;1;5;1;0;1;1;4;1;9;0;0;0;0
400;0;29;5;66730;6;12;8;2;4;0;3;1;4;3;5;0;0;1;0
401;0;44;26;76390;1;14;8;5;8;7;1;2;1;3;8;0;0;0;1
402;1;28;24;23280;1;11;4;3;4;0;2;1;4;3;5;0;0;0;0
403;0;54;9;21530;8;11;3;3;1;0;0;4;4;2;9;0;1;1;0
404;0;43;7;48760;4;16;4;4;1;0;0;1;2;4;5;0;0;1;0
405;0;24;11;93960;1;12;2;5;2;0;2;3;3;2;5;0;0;0;0
406;0;24;1;104000;1;13;1;2;1;0;0;3;4;2;6;0;0;0;0
407;1;36;26;84740;0;14;17;3;16;4;10;3;4;2;9;0;0;0;1
408;0;47;2;99810;1;21;3;3;3;1;2;4;4;2;7;0;0;0;0
409;0;24;15;124900;0;13;4;3;3;0;2;2;3;4;8;0;0;0;1
410;1;41;23;26570;4;11;10;3;7;1;0;2;4;2;8;0;0;1;0
411;0;28;10;135910;5;20;6;2;2;2;2;3;3;3;6;0;0;1;0
412;0;39;10;66960;7;11;8;3;2;2;2;4;1;1;9;0;0;0;1
413;0;27;1;20976;1;14;1;5;1;0;0;2;3;3;6;0;0;0;0
414;0;34;12;88650;1;11;1;1;1;1;0;2;2;3;6;0;0;1;0
415;0;42;11;59400;7;16;10;2;5;0;3;3;3;3;5;0;0;0;0
416;0;33;2;59140;3;16;6;4;3;0;2;3;1;3;9;0;0;0;0
417;0;54;2;26220;2;22;24;3;6;0;4;3;2;3;7;0;0;1;0
418;0;31;1;121850;3;14;13;2;7;5;2;2;3;4;5;0;0;0;1
419;1;35;2;106090;1;22;10;3;10;0;7;4;4;1;9;0;0;0;1
420;0;49;25;43450;4;15;28;3;20;1;7;1;2;2;5;0;0;0;1
421;0;48;1;21770;4;18;13;4;1;0;0;4;3;2;5;0;0;0;1
422;0;31;1;27930;1;16;9;4;9;0;0;4;3;2;6;1;0;0;1
423;0;36;2;79180;2;12;8;3;6;0;1;2;4;3;5;0;0;0;0
424;0;38;6;87890;1;11;15;4;15;5;10;4;1;3;6;0;0;0;1
425;0;32;18;23890;6;12;5;4;3;0;2;3;2;3;6;1;0;0;1
426;0;25;1;32120;1;15;1;3;1;0;0;3;2;3;7;0;0;0;1
427;0;40;1;177790;2;14;11;3;1;0;0;1;2;2;5;0;0;1;0
428;0;26;11;22670;1;19;7;2;7;0;7;3;1;3;6;0;1;0;0
429;0;41;1;177790;2;13;20;5;18;2;10;4;1;3;9;0;0;0;0
430;0;36;9;24360;4;13;16;3;11;3;9;3;3;3;6;0;0;0;0
431;0;24;15;160640;1;15;1;3;1;0;0;4;2;4;9;0;0;0;0
432;0;24;26;27070;1;11;1;2;1;0;0;1;1;3;5;0;0;0;0
433;0;31;1;177790;0;12;10;1;9;8;5;4;4;1;6;0;0;0;1
434;0;40;1;39310;8;19;3;2;1;0;0;4;2;3;7;0;1;1;0
435;0;32;24;37300;1;22;8;4;8;6;3;3;1;4;6;0;0;0;1
436;1;36;10;22320;1;12;16;2;16;3;7;3;4;3;8;0;0;0;1
437;0;33;1;44650;0;13;6;3;5;1;4;2;4;3;5;0;0;0;0
438;0;37;10;30720;5;14;17;3;14;9;7;1;3;1;5;0;0;0;1
439;0;45;8;33190;1;12;9;3;9;0;8;3;2;2;5;1;0;0;1
440;0;29;26;177790;1;12;3;5;3;0;2;3;4;3;6;0;1;0;1
441;0;35;1;136750;1;15;5;5;5;1;0;3;3;3;5;0;0;0;1
442;0;52;5;29110;2;17;26;3;9;7;8;4;4;2;5;0;0;0;1
443;0;54;9;59570;4;14;7;2;1;0;0;4;3;3;6;0;0;0;0
444;0;53;9;39200;6;16;22;3;17;9;2;3;3;4;5;0;0;1;0
445;0;30;3;64340;5;14;10;3;8;7;7;3;3;4;6;0;0;1;0
446;0;38;4;100480;1;22;6;2;5;1;3;3;4;3;6;1;0;0;0
447;0;35;1;109380;6;14;12;2;10;0;8;4;4;3;6;0;0;1;0
448;0;39;1;23400;0;11;9;2;8;0;7;1;3;3;5;0;0;0;0
449;0;40;2;65450;4;15;22;2;1;0;0;2;2;2;8;1;0;0;0
450;0;47;7;69310;1;11;20;3;19;2;7;3;3;4;8;0;1;1;0
451;1;36;26;48980;4;13;12;3;7;0;7;1;4;3;5;1;0;1;0
452;1;31;26;25930;0;21;4;2;3;1;2;3;1;3;7;1;0;0;0
453;0;33;15;177790;1;19;10;4;10;6;0;4;3;3;6;1;0;0;0
454;0;29;3;27230;6;11;3;2;1;0;0;4;1;3;8;0;0;0;0
455;0;33;2;34790;3;12;5;3;3;0;2;2;4;3;6;0;0;0;0
456;0;45;26;27940;3;19;8;2;5;0;2;4;4;3;6;0;0;1;0
457;0;50;10;52490;8;21;28;2;5;1;3;4;4;2;6;0;0;1;0
458;0;33;1;21760;1;14;6;2;6;1;2;3;2;3;7;0;1;0;1
459;0;41;11;168720;2;15;21;2;18;0;10;1;3;4;6;0;1;1;0
460;0;27;20;34850;8;17;4;2;2;2;2;3;2;3;5;0;0;0;1
461;0;45;2;66440;1;12;9;3;9;0;8;4;1;3;7;1;0;0;1
462;0;47;18;55820;1;16;9;3;9;0;7;4;4;3;6;0;0;0;0
463;0;30;2;40000;4;12;7;5;5;0;1;1;3;3;9;0;0;0;1
464;0;50;1;134960;3;18;22;3;12;1;5;4;3;3;8;0;0;0;1
465;0;38;13;32100;0;17;3;5;2;0;2;3;3;2;6;0;1;0;1
466;0;46;26;177790;6;11;13;2;8;0;7;4;3;3;5;0;0;1;0
467;0;24;26;118490;1;16;5;3;4;3;2;4;3;3;5;0;0;1;0
468;1;35;24;20976;1;13;5;1;4;0;2;3;2;1;7;0;0;1;0
469;0;31;5;65020;1;12;4;3;4;0;3;3;1;3;5;0;1;0;1
470;0;24;5;32300;1;12;1;3;1;0;0;2;4;3;5;1;0;0;0
471;0;54;23;136030;8;13;22;2;10;0;8;3;3;3;5;0;0;0;1
472;0;35;6;119960;1;19;16;3;16;9;1;3;3;2;8;0;0;1;0
473;0;30;4;56050;0;12;9;1;8;1;7;2;1;2;8;0;0;0;1
474;0;24;2;63970;1;17;1;3;1;0;0;4;1;3;7;0;0;0;0
475;0;30;8;177790;0;11;4;3;3;1;2;2;2;3;6;0;1;0;0
476;0;26;1;175840;1;20;8;2;8;1;3;4;4;3;6;0;0;0;1
477;0;24;8;49070;3;21;4;2;4;1;1;2;1;2;6;0;0;0;1
478;0;48;2;45540;2;11;19;3;2;2;2;1;3;3;7;0;0;0;0
479;0;48;3;54150;7;11;27;1;15;4;8;3;3;3;5;0;0;0;0
480;0;41;2;47410;6;16;8;3;2;2;1;4;3;3;5;0;0;0;0
481;0;39;2;21150;1;18;21;3;20;9;8;4;4;3;6;0;0;0;1
482;0;27;3;31610;0;13;4;1;3;2;2;1;4;3;6;0;0;0;1
483;1;35;24;57450;1;17;3;4;3;1;2;2;4;2;5;0;0;1;0
484;0;42;23;23730;6;14;21;3;1;0;0;4;3;3;6;0;0;0;1
485;0;50;26;33100;4;22;8;3;1;0;0;1;4;3;5;0;0;0;1
486;0;54;16;177790;3;12;28;3;5;4;3;3;4;3;9;0;0;0;0
487;0;37;15;44850;5;11;15;2;1;0;0;1;2;1;5;0;0;0;1
488;0;54;26;27890;3;13;17;2;8;6;7;3;2;3;7;0;1;0;1
489;0;41;19;58280;1;13;21;1;20;5;10;2;3;3;5;1;0;1;0
490;1;38;24;23260;8;14;19;3;1;0;0;3;4;3;6;0;0;0;0
491;0;26;21;135250;8;17;7;4;2;2;2;2;1;3;6;1;0;0;0
492;0;52;5;20976;1;13;28;2;20;6;9;1;4;3;5;0;0;0;1
493;0;44;16;80200;3;11;23;2;12;9;10;4;4;3;9;0;0;0;1
494;0;50;2;36880;0;11;19;3;18;0;10;4;3;3;5;1;0;0;1
495;0;36;2;54820;1;18;18;3;17;9;10;3;1;3;6;0;0;0;0
496;0;39;11;160150;1;11;21;3;20;2;8;4;1;3;9;0;1;0;0
497;0;33;9;20976;0;11;3;3;2;2;2;2;4;2;6;1;0;0;0
498;0;45;7;56610;3;12;26;2;9;1;1;4;4;4;6;0;0;0;1
499;0;32;15;69290;8;20;10;5;8;7;7;4;3;3;6;1;0;0;0
500;0;34;6;96130;0;12;16;5;15;0;9;2;4;2;6;0;0;1;0
501;0;54;5;56740;3;12;14;5;6;0;4;2;4;1;7;0;0;0;1
502;0;45;16;54840;1;20;6;5;6;0;4;2;2;3;5;0;0;0;0
503;0;53;8;120610;2;20;28;2;15;6;10;3;2;3;6;0;1;0;1
504;0;36;7;56600;7;12;9;3;1;0;0;1;3;2;5;0;0;1;0
505;0;26;2;48210;6;14;6;2;3;1;2;1;1;3;6;0;1;0;1
506;0;34;2;64100;1;13;1;5;1;0;0;3;3;3;8;0;0;0;1
507;0;28;10;52100;1;15;1;1;1;0;0;4;2;3;6;0;0;0;1
508;0;38;9;26950;3;14;8;4;2;2;2;3;3;3;6;0;1;0;1
509;0;50;5;118780;2;13;28;2;8;7;7;2;3;2;8;0;0;0;1
510;0;37;1;170680;3;22;8;5;4;0;1;4;2;2;6;0;0;0;0
511;0;40;2;24550;1;15;8;2;7;7;5;3;1;2;5;0;0;0;1
512;0;26;3;139640;1;11;5;1;5;1;3;1;3;3;6;0;1;1;0
513;0;46;2;49410;8;13;23;2;2;2;2;4;4;3;6;0;0;1;0
514;0;54;5;24780;6;11;13;1;9;7;0;3;3;3;6;0;0;0;1
515;0;54;1;52280;2;11;18;4;5;0;3;1;3;3;5;0;1;0;1
516;0;36;4;44780;0;18;15;3;14;7;8;4;4;2;5;0;0;0;0
517;0;54;2;75470;7;16;28;2;9;6;2;3;1;4;5;1;0;0;0
518;0;43;25;50550;5;22;18;2;1;0;0;3;4;3;6;0;0;1;0
519;1;24;8;34640;1;20;2;3;2;0;2;4;4;3;8;0;1;0;0
520;0;24;1;57750;1;18;1;2;1;1;0;3;1;2;5;0;0;0;0
521;0;46;12;89430;8;12;19;5;16;1;7;4;1;3;9;0;0;1;0
522;0;51;23;177790;8;20;18;2;10;2;7;1;3;4;7;0;0;0;1
523;0;28;19;52380;1;17;10;4;10;1;9;2;1;2;6;1;0;0;0
524;0;26;5;46820;1;11;6;3;5;1;3;1;1;3;6;0;0;0;1
525;0;30;8;177790;0;14;7;5;6;0;2;3;1;2;5;0;0;0;1
526;0;41;1;52570;1;14;10;2;10;0;8;2;3;3;6;0;0;0;1
527;0;38;5;63490;0;11;20;3;19;1;9;3;3;2;6;0;0;0;1
528;0;40;1;48690;4;12;14;2;11;9;1;1;4;3;6;0;0;0;1
529;0;27;11;99850;1;14;3;3;3;1;2;1;3;3;7;1;0;0;1
530;0;54;23;36970;3;13;23;1;3;1;2;4;2;3;5;0;1;0;1
531;0;28;1;74570;3;11;10;1;8;1;7;3;3;4;5;0;0;0;0
532;0;44;18;21190;8;15;24;3;20;3;6;2;1;3;5;0;0;0;1
533;1;33;23;39830;4;12;9;3;3;1;2;4;4;3;5;0;0;1;0
534;0;35;7;61180;0;21;9;3;8;4;7;4;1;3;8;0;0;0;0
535;0;33;1;62140;1;19;14;3;13;3;8;1;3;3;6;0;1;0;0
536;0;28;1;63470;1;15;4;2;4;2;2;1;3;2;5;0;0;1;0
537;0;34;26;115100;0;14;7;5;6;0;4;1;4;2;5;0;1;0;0
538;1;37;7;71430;2;21;8;5;1;0;0;4;4;3;9;0;0;1;0
539;1;25;25;82680;1;12;7;3;7;5;6;4;4;4;9;0;0;0;1
540;0;26;8;80950;1;15;1;3;1;0;0;1;3;2;6;0;0;1;0
541;0;33;8;29040;4;13;5;2;2;2;2;1;2;3;8;0;0;0;0
542;0;42;11;60320;0;14;23;2;20;9;7;4;1;3;5;0;0;0;1
543;0;28;7;29760;1;14;1;3;1;0;0;1;2;3;5;0;1;1;0
544;0;50;1;159920;3;14;5;3;1;0;0;4;3;3;9;0;1;0;0
545;0;33;9;46490;0;12;4;2;3;0;2;4;2;3;7;0;1;0;1
546;0;34;1;26960;3;22;6;3;1;0;0;3;4;3;5;1;0;0;1
547;0;48;2;23700;2;11;27;3;5;2;1;1;4;2;5;1;0;0;0
548;0;45;1;125040;1;12;15;2;15;4;10;2;3;3;5;1;0;0;1
549;0;52;1;59740;7;18;18;5;8;4;0;2;2;3;6;0;0;0;0
550;0;38;6;47360;0;11;9;3;8;2;7;3;3;3;9;0;0;1;0
551;0;29;8;52960;4;14;11;3;7;1;7;3;4;3;5;0;0;1;0
552;0;28;1;67810;0;15;10;2;9;1;7;4;2;2;5;0;0;1;0
553;0;46;6;21740;3;11;23;3;12;4;9;1;3;3;5;0;0;0;1
554;0;38;7;66530;7;20;10;2;1;0;0;4;2;3;6;0;0;0;0
555;0;43;5;96990;8;19;18;3;8;0;1;3;1;3;6;0;1;0;1
556;0;39;1;67550;7;14;21;2;18;9;5;1;4;3;6;0;1;1;0
557;0;40;1;22130;1;17;21;4;20;4;9;3;3;4;5;0;0;0;0
558;0;24;1;26100;1;11;2;3;2;2;2;4;2;4;9;0;0;0;0
559;0;39;6;28510;8;15;9;2;5;0;3;3;2;2;5;1;0;0;0
560;0;36;1;34520;2;13;18;4;11;0;9;1;4;3;5;1;0;0;0
561;0;31;7;52580;0;14;3;5;2;2;2;3;4;3;5;0;1;0;1
562;0;28;2;93550;0;11;6;4;5;0;4;1;2;1;6;0;0;0;1
563;0;35;9;104960;1;13;5;2;5;0;2;4;4;3;5;0;1;1;0
564;0;49;2;63800;6;22;22;1;9;2;3;4;2;3;5;0;0;0;1
565;0;34;9;26570;2;13;5;3;3;0;2;4;3;2;6;0;1;0;0
566;0;29;1;27160;0;18;8;2;7;1;1;4;2;2;5;0;1;1;0
567;0;42;21;22010;4;12;16;3;1;0;0;2;4;3;6;0;0;0;0
568;1;29;4;65400;1;22;10;2;10;1;2;2;4;2;9;0;0;0;1
569;0;38;1;38160;1;13;7;2;7;5;0;3;3;4;5;0;0;0;1
570;0;28;6;52530;1;15;3;2;3;0;2;3;3;3;9;0;1;1;0
571;0;24;2;109650;1;18;1;5;1;0;0;3;3;3;5;1;0;0;0
572;0;33;3;49360;0;14;6;2;5;0;3;1;1;3;7;0;0;0;0
573;0;41;4;25430;3;12;6;3;1;0;0;2;4;3;6;0;0;0;1
574;0;31;10;53040;1;17;2;3;2;2;2;3;3;2;5;0;1;0;1
575;1;37;23;166590;7;16;11;2;6;1;3;3;4;3;7;0;0;1;0
576;0;27;6;42600;1;11;4;2;4;2;2;4;3;3;6;0;0;0;1
577;0;34;1;24760;1;19;6;2;6;1;3;2;3;2;5;0;0;0;1
578;0;35;6;31020;1;13;6;3;5;1;4;3;3;1;5;0;0;0;0
579;0;29;6;22440;1;12;11;5;11;3;10;4;1;1;5;0;0;0;1
580;0;40;2;75960;8;11;20;1;18;2;10;2;3;2;5;0;1;0;0
581;0;42;2;22850;0;16;22;3;20;9;10;3;1;2;6;0;1;0;0
582;0;42;1;30340;7;21;9;3;6;1;5;2;1;4;6;0;0;0;0
583;0;35;5;57150;6;22;10;1;8;1;7;4;3;3;5;0;0;0;1
584;0;24;7;25760;8;17;6;3;4;1;2;4;2;3;6;0;0;0;0
585;1;28;15;41970;1;13;1;3;1;0;0;3;4;2;9;0;0;0;1
586;0;26;1;143360;1;21;8;3;8;0;7;1;4;3;6;0;0;0;1
587;0;30;7;34480;1;11;10;3;10;1;4;3;4;3;6;0;0;0;1
588;1;40;26;177790;3;20;16;2;1;0;0;3;4;1;9;0;1;0;1
589;0;35;18;65380;2;16;15;3;7;6;4;3;2;4;5;0;0;1;0
590;0;34;6;43060;0;11;14;2;13;4;9;4;1;3;6;0;1;0;0
591;0;35;3;22580;1;11;2;2;2;2;2;4;4;4;6;0;1;0;1
592;0;43;5;45220;8;15;7;3;4;1;3;1;3;2;6;0;0;0;0
593;0;32;11;44870;1;11;1;5;1;0;0;3;1;3;5;1;0;1;0
594;0;54;3;44490;4;15;28;3;5;4;2;4;1;3;5;0;0;1;0
595;1;29;26;22180;1;22;10;1;10;0;8;2;4;3;6;0;0;0;1
596;0;24;23;177790;1;12;1;2;1;0;0;3;1;3;6;0;0;0;0
597;0;45;22;132120;4;13;7;4;3;0;2;1;3;2;7;0;0;0;1
598;0;37;14;65770;1;13;14;1;14;3;10;4;4;2;5;0;0;0;1
599;0;24;6;83920;1;17;2;5;2;1;2;1;3;2;5;0;0;0;0
600;0;44;6;45580;1;13;6;2;6;0;2;3;3;3;8;0;0;0;0
601;0;53;6;40310;3;12;26;3;7;4;7;4;3;3;5;0;0;1;0
602;1;29;23;79690;0;14;6;3;5;1;3;2;4;2;7;0;0;0;1
603;1;24;22;26540;0;22;1;5;1;0;0;3;4;3;8;0;1;0;1
604;0;46;2;165550;8;14;28;4;20;9;9;3;1;3;5;0;0;0;1
605;0;44;20;45560;2;13;6;4;1;0;0;4;3;3;5;1;0;0;0
606;0;33;26;60910;1;15;5;5;5;1;4;2;3;3;6;0;0;0;1
607;0;41;12;177790;6;16;5;2;1;0;0;1;1;1;6;1;0;1;0
608;0;30;20;48100;8;18;8;3;4;0;3;3;1;3;6;0;0;1;0
609;0;40;9;45230;5;16;5;5;1;0;0;2;2;3;5;0;1;0;1
610;0;50;25;32020;2;22;28;2;2;2;2;4;1;3;6;0;1;0;1
611;0;28;6;23510;1;16;6;4;6;3;3;4;1;3;5;0;0;0;1
612;0;46;8;20976;5;21;25;2;4;0;3;4;2;3;6;0;0;0;1
613;0;35;4;177790;3;20;15;3;7;1;7;3;1;3;7;0;0;0;1
614;0;24;26;28860;1;19;1;5;1;0;0;4;2;1;5;0;0;0;1
615;0;33;9;20976;1;14;10;5;10;0;1;2;3;2;5;0;1;0;1
616;0;36;9;119350;1;11;7;5;7;1;7;3;3;3;5;0;0;1;0
617;0;30;26;25460;1;14;10;2;10;8;9;3;3;2;5;0;0;1;0
618;0;44;3;25640;1;12;20;3;20;9;10;4;4;3;6;0;0;0;0
619;0;24;18;84120;1;13;2;2;2;2;2;3;4;3;5;0;0;0;0
620;0;46;9;141180;2;22;12;3;6;1;4;4;4;2;5;0;0;1;0
621;0;42;5;170460;7;11;10;3;4;0;3;4;1;4;6;1;0;0;1
622;0;54;2;25640;0;14;12;3;11;1;9;2;4;3;7;0;0;1;0
623;0;32;10;102660;1;11;2;3;2;2;2;3;2;3;6;0;1;0;1
624;0;32;9;50700;4;12;10;5;8;0;7;4;3;3;7;0;1;0;0
625;0;36;3;177790;2;18;17;2;7;7;7;3;1;3;6;0;0;1;0
626;1;33;26;42300;0;12;15;1;14;4;10;1;4;3;5;0;0;0;1
627;0;40;1;37800;7;12;7;2;5;1;3;2;2;4;6;0;0;1;0
628;1;25;6;27680;0;22;5;1;4;1;1;3;4;3;7;0;0;0;0
629;0;30;9;90710;0;19;12;2;11;5;7;4;2;3;7;0;0;0;1
630;0;42;8;106480;3;13;20;1;1;0;0;1;1;3;8;0;1;0;1
631;1;35;1;136100;4;22;16;4;13;4;10;3;4;2;8;1;0;0;1
632;0;27;7;34080;1;22;9;2;9;6;8;1;1;2;7;0;0;0;1
633;0;54;9;29830;7;14;28;2;5;1;4;4;3;1;5;0;1;1;0
634;0;44;4;76320;1;21;10;3;10;7;7;1;4;3;5;0;0;0;1
635;0;24;2;98240;1;18;1;2;1;0;0;1;2;4;7;1;0;0;0
636;0;29;19;99500;1;20;3;3;3;1;2;1;4;3;6;0;0;1;0
637;0;54;9;20976;3;19;28;2;10;0;9;4;4;3;6;0;0;0;1
638;0;31;21;99800;1;12;6;1;6;0;1;3;1;2;7;0;0;0;1
639;0;31;24;38940;1;12;10;3;10;1;8;3;1;3;6;0;0;0;0
640;0;54;3;40510;5;16;13;3;6;0;5;3;4;3;6;0;0;0;0
641;0;43;11;168350;3;17;25;3;8;0;7;3;4;3;5;0;0;0;1
642;0;49;14;62300;2;14;23;2;1;0;0;1;3;4;5;0;0;0;1
643;0;36;5;47170;1;19;12;3;11;0;7;3;2;2;5;0;1;0;1
644;0;48;1;132370;5;13;7;2;1;0;0;4;2;2;5;0;0;0;0
645;0;27;6;37550;1;19;5;2;5;0;3;1;3;3;6;0;0;1;0
646;1;29;17;65820;1;19;6;3;6;1;0;3;4;3;7;0;0;1;0
647;0;48;1;74060;6;14;25;2;1;0;0;4;4;4;5;0;0;0;0
648;0;29;3;48050;3;16;9;2;7;1;7;4;4;2;5;0;0;1;0
649;0;34;9;27410;0;15;2;3;1;0;0;3;3;2;5;0;0;0;1
650;0;44;4;42620;7;18;26;2;20;3;10;2;2;3;5;0;0;0;1
651;0;33;8;161840;0;13;10;2;9;0;8;4;3;3;9;0;0;1;0
652;1;24;2;115570;1;22;1;1;1;0;1;2;4;3;9;0;0;0;0
653;0;24;2;20976;1;13;1;2;1;0;1;4;3;3;6;0;0;0;1
654;1;25;1;109320;1;11;1;3;1;1;0;3;4;3;8;0;1;0;0
655;1;26;9;68110;1;11;8;4;8;2;2;3;4;2;7;0;0;0;0
656;0;45;12;43060;2;11;26;3;20;1;10;1;2;3;8;0;0;0;0
657;0;54;26;48590;1;22;28;3;20;9;0;4;2;3;8;1;0;1;0
658;0;24;20;53370;1;14;2;2;2;2;2;1;3;1;6;0;1;0;0
659;0;46;1;23400;2;13;26;2;11;0;8;4;2;3;5;0;0;0;1
660;0;34;13;74910;0;14;4;3;3;0;2;3;1;3;7;0;0;0;0
661;0;51;14;105270;4;14;28;3;20;9;10;4;2;2;9;0;1;1;0
662;0;54;4;165950;6;21;25;2;9;5;4;4;4;2;5;0;0;0;0
663;0;34;14;88340;4;13;15;1;11;5;10;3;2;4;5;0;1;1;0
664;0;28;2;55770;0;19;5;3;4;0;2;4;3;2;8;0;1;0;0
665;0;44;3;47070;1;17;26;4;20;9;10;3;1;2;6;0;0;1;0
666;0;34;1;24000;4;18;14;3;10;1;8;3;2;4;6;0;1;0;1
667;0;35;9;98240;0;19;4;2;3;2;2;3;3;3;9;0;0;0;1
668;0;42;23;64470;6;13;18;3;1;0;0;2;2;3;8;0;0;0;1
